Item No;Description;Manufacturer;Model Number;Item Type;Custodian;Location;Status;Procedure;Contract Agency;Asset Number;Action Interval;Category;Memo;Serial No;Part Of;Date Acquired;Cost;Action Cost;Time Required;Alternate ID;Department;Metrology Discipline;Range;Standard Type;Use Std;Date Due;Item Out;Last Action Date;UDF Text 1;UDF Text 2;UDF Text 3;UDF Text 4;UDF Text 5;UDF Text 6;UDF Text 7;UDF Text 8;UDF Numeric 1;UDF Numeric 2;UDF Numeric 3;UDF Numeric 4;UDF Numeric 5;UDF Numeric 6;UDF Numeric 7;UDF Numeric 8;Customer Owned;Customer
100;Agilent DAQ;Agilent;34970A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQ13;365;Electrical Measurement;;US37022211;;;;;;CP210197;Lab;Lab;Multi;Working;;3/5/2021;;3/5/2020;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
101;Agilent DAQ Card;Agilent;34901A;Cal Not Req;Dave Niezgodzki;MC Lab;Inactive;;Innocal;LW-DAQC07;365;Electrical Measurement;;MY41005788;100;;;;;CP210194;Lab;Lab;Multi;Working;;6/9/2017;;6/9/2016;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
102;Agilent DAQ Card;Agilent;34901A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQC08;365;Electrical Measurement;;US37241737;100;;;;;CP210195;Lab;Lab;Multi;Working;;3/5/2021;;3/5/2020;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
103;Agilent DAQ Card;Agilent;34901A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQC09;365;Electrical Measurement;;US37016841;100;;;;;CP210196;Lab;Lab;Multi;Working;;3/5/2021;-1;3/5/2020;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
104;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;PSL;MW-MFC006;365;Multi-Function Calibrator;;49387;;;;;;;Manufacturing;Manufacturing;Multi;Working;;4/23/2022;;4/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
105;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC007;365;Multi-Function Calibrator;;49411;;;;;;;Manufacturing;Manufacturing;Multi;Working;;8/26/2022;;8/26/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
106;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM025;365;Pressure;;11567;;;;;;;Lab;Lab;+/- 0.5" WC;Working;;12/7/2021;;12/7/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
107;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM026;365;Pressure;;11941;;;;;;;Lab;Lab;+/- 2.5" WC;Working;;12/21/2021;-1;12/21/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
108;Agilent DAQ;Agilent;34970A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQ14;365;Electrical Measurement;;US37047130;;;;;;CP252115;Lab;Lab;Multi;Working;;8/10/2022;;8/10/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
109;Agilent DAQ Card;Agilent;34901A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQC10;365;Electrical Measurement;;MY41020340;108;;;;;CP134670;Lab;Lab;Multi;Working;;8/10/2022;;8/10/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
110;Agilent DAQ Card;Agilent;34901A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQC11;365;Electrical Measurement;;MY41020326;108;;;;;CP252116;Lab;Lab;Multi;Working;;8/10/2022;;8/10/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
111;Agilent DAQ Card;Agilent;34901A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LW-DAQC12;365;Electrical Measurement;;MY41199722;108;;;;;CP252117;Lab;Lab;Multi;Working;;8/10/2022;;8/10/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
112;Agilent DAQ Card;Agilent;34901A;Cal Not Req;Dave Niezgodzki;MC Lab;Inactive;;Innocal;LW-DAQC13;365;Electrical Measurement;;MY41199676;;;;;;;Lab;Lab;Multi;Working;;7/12/2015;;3/16/2016;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
113;Pressure Controller;Druck;DPI-515;Cal Not Req;Dave Niezgodzki;MC Lab;Calibrate each use;;Transcat;LW-PC01;730;Pressure;;51500366;;;;;;;Lab;Pressure;0 - 1 PSI, 0 - 100 PSI;Working;;9/15/2019;;9/23/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
114;Pressure Controller;Ruska;7250Lp;Calibration;Dave Niezgodzki;MC Lab;Active;;Fluke;LW-PC02;365;Pressure;;61116;;;;;;;Lab;Pressure;0 - 30" WC;Working;;7/8/2022;;7/8/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
115;Pressure Controller;Ruska;7250Lp;Calibration;Dave Niezgodzki;R64;Active;;Fluke;MW-PC09;1825;Pressure;;61530;;;;;;;Manufacturing;Pressure;0 - 30" WC;Working;;7/2/2023;;7/3/2018;Direct Impact;;;;;;;;;;;;;;;;False;R64
116;Portable low-pressure controller;Mensor;CPC2000;Calibration;Dave Niezgodzki;MC Lab;Active;;Mensor;LW-PC04;182;Pressure;;3832414;;;;;;;Lab;Pressure;0 - 0.4" WC;Working;;9/7/2020;;3/9/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
117;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM027;365;Pressure;;17847;;;;;;;Lab;Lab;0 - 15 PSIG;Working;;8/25/2022;;8/25/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
118;Ashcroft Module;Ashcroft;GQS-2 ;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM028;365;Pressure;;57079;;;;;;;Lab;Lab;0 - 5 PSIG;Working;;9/14/2022;;9/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
119;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM029;365;Pressure;;57356;;;;;;;Lab;Lab;0 - 25" WC;Working;;7/14/2022;;7/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
120;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC087;365;Multi-Function Calibrator;;49355;;;;;;;Manufacturing;Pressure;Multi;Working;;6/23/2022;;6/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
121;Ashcroft Module;Ashcroft;GQS-2 (+/- 0.05%);Calibration;Dave Niezgodzki;R54;Active;;PSL;MW-PM014;365;Pressure;;59239;;;;;;Dwyer # MC 2016;Manufacturing;Manufacturing;0 - 100 PSIG;Working;;5/4/2022;;5/4/2021;Direct Impact;� 0.05% Full Scale;;;;;;;;;;;;;;;False;R54
122;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;R64;Active;;MC Lab;MW-PM015;365;Pressure;;38755;;;;;;;Manufacturing;Manufacturing;0 - 5" WC;Working;;10/15/2022;;10/15/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
123;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;R64;Active;;MC Lab;MW-PM016;365;Pressure;;30023;;;;;;;Manufacturing;Manufacturing;0 - 5" WC;Working;;10/18/2022;;10/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
124;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM017;365;Pressure;;29704;;;;;;;Manufacturing;Manufacturing;0 - 1" WC;Working;;10/16/2021;;10/16/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
125;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-MFC008;365;Multi-Function Calibrator;;49889;;;;;;;Manufacturing;Manufacturing;Multi;Working;;12/2/2021;;12/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
126;Pace Pressure Module;GE/Druck;CM2-13G;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PCM01;365;Pressure;;4042138;;;;;;;Lab;Pressure;-15 to 300 PSIG;Working;;8/27/2022;;8/27/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
127;Digital Multimeter;Agilent;34401A;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-DMM02;365;Electrical Measurement;;MY45003554;;;;;;;Lab;Lab;Multi;Working;;9/13/2022;;9/13/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
128;Low Flow Water Bench;None;;Maintenance;Dave Niezgodzki;MC Flow Lab;Active;;Internal;LW-FB07;10000;Flow Measurement;;;;;;;;;Lab;Flow;0.5 - 5 GPM;N/A;;8/8/2043;;3/22/2016;No Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
129;Flow Indicator;Durant;57701-470;Cal Not Req;Dave Niezgodzki;MC Flow Lab;Inactive;;Callabco;LW-FB07-IND02;365;Flow Measurement;;110003-1;128;;;;;;Lab;Flow;0.5 - 5 GPM;Working;;3/17/2017;;3/22/2016;Indirect Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
130;Humidity & Temperature Meter;Vaisala;HMT333;Calibration;Dave Niezgodzki;MC Lab;Active;;Internal;LW-HMT01;365;Temperature & Humidity;;G2410107;;;;;;;Lab;Temperature & Humidity;0-100%rH, -40 - 100 Deg. C;Working;;6/22/2022;;6/22/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
131;Eurotron Multi-Function Caliobrator;Eurotron;MicroCal 2000+;Cal Not Req;Dave Niezgodzki;MC Lab;Calibrate each use;;E Instruments ;LW-MFC006;91;Multi-Function Calibrator;;85250;;;;;;;Lab;Multiple;Multiple;Working;;3/13/2019;;12/12/2018;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
132;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM030;365;Pressure;;28120;;;;375;;;Lab;Lab;0 - 100 PSIA;Working;;10/19/2021;;10/19/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
133;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM031;365;Pressure;;15366;;;;250;;MC4005;Lab;Lab;+/- 12.5" WC;Working;;2/17/2021;;2/18/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
134;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM032;365;Pressure;;5805;;;;250;;;Lab;Lab;0 - 5" WC;Working;;9/24/2021;;9/24/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
135;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM033;365;Pressure;;15363;;;;125;;;Lab;Lab;0 - 30 PSIG;Working;;8/16/2022;;8/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
136;Ashcroft Module;Ashcroft;AQS-2 (+/- 0.025% F.S.);Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM018;365;Pressure;;57696-1;;;;375;;;Manufacturing;Manufacturing;0 - 3000 PSIA;Working;;12/9/2021;;12/9/2020;Direct Impact;;;;;;;;;;;;;;;;False;R54
137;Medium Flow Water Bench;None;;Maintenance;Dave Niezgodzki;MC Flow Lab;Active;;Internal;LW-FB08;10000;Flow Measurement;;;;;;;;;Lab;Flow;1 - 28 GPM;N/A;;8/16/2043;;3/30/2016;No Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
138;Flow Indicator;Durant;57701-470;Cal Not Req;Dave Niezgodzki;MC Flow Lab;Inactive;;Callabco;LW-FB08-IND03;365;Flow Measurement;;119902-2;137;;;;;;Lab;Flow;1 - 28 GPM;Working;;4/25/2017;;4/25/2016;Indirect Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
139;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM034;365;Pressure;;17851;;;;;;;Lab;Lab;0 - 5" WC;Working;;9/9/2022;;9/9/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
140;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM035;365;Pressure;;57358;;;;;;;Lab;Lab;0 - 1" WC;Working;;10/5/2022;;10/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
141;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM036;365;Pressure;;11570;;;;;;;Lab;Lab;+/- 0.125" WC;Working;;9/23/2022;;9/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
150;Ashcroft Module;Ashcroft;HQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PM037;365;Pressure;;38229;;;;;;;Lab;Lab;0 - 150 PSIG;Working;;9/17/2021;;9/17/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
151;Ashcroft Calibrator;Ashcroft;MC2;Cal Not Req;Dave Niezgodzki;MC Lab;Broken;;Ashcroft;LW-MFC007;365;Multi-Function Calibrator;;2655;;;;;;;Lab;Lab;Multi;Working;;5/19/2018;;5/19/2017;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
152;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-MFC009;365;Multi-Function Calibrator;;49404;;;;;;;Manufacturing;Manufacturing;Multi;Working;;8/18/2022;;8/18/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
153;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM038;365;Pressure;;25222-1;;;;;;;Lab;Lab;0 - 0.25" WC;Working;;6/24/2022;;6/24/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
154;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM039;365;Pressure;;57354;;;;;;;Lab;Lab;0 - 5" WC;Working;;9/9/2022;;9/9/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
155;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64 490W;Active;;Accredited Lab;MW-MFC010;182;Multi-Function Calibrator;;49529;;;;;;;Manufacturing;Pressure;Multi;Working;;10/4/2021;;4/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
156;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;MC Lab;MW-MFC011;365;Multi-Function Calibrator;;49528;;;;;;;Manufacturing;Manufacturing;Multi;Working;;6/26/2020;;6/27/2019;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
157;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;Manufacturing Engineering;Active;;Ashcroft;MW-PM019;365;Pressure;;62939;;;;;;;Manufacturing;Manufacturing;+/- 0.5" WC;Working;;9/23/2022;;9/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
158;FLIR Thermal Imaging Camera;FLIR;E40;Calibration;Dave Niezgodzki;MC Lab;Active;;FLIR;LW-TIC01;365;Temperature;;490002360;;;;;;;Lab;Temperature;-20 - 120C, 0 - 650C;Working;;8/27/2022;;8/27/2021;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
159;Fluke/Hart Scientific Digital Temperature Indicator;Fluke;1502A;Calibration;Dave Niezgodzki;MC Lab;Active;;Innocal;LR-DTR01;182;Temperature;;B23042;;;;;;;Lab;Temperature;-200 - 962 C;Primary;;9/30/2021;-1;4/1/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
160;RTD Probe;Fluke;5616-12;Cal Not Req;Dave Niezgodzki;MC Lab;Inactive;;Innocal;LR-DTR01-RTD01;182;Temperature;;39713;159;;;;;;Lab;Temperature;-200 - 962 C;Primary;;3/20/2019;;9/19/2018;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
161;Danfoss MAGFLO Flowmeter;Danfoss;Type Mag 1100;Calibration;Dave Niezgodzki;MC Flow Lab;Active;;Graftel;LW-FB07-FM01;365;Flow Measurement;;139302T280;128;;;;;;Manufacturing;Flow;0 - 5 GPM;Primary;;8/16/2022;;8/16/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
162;Siemens MAGFLO Flowmeter;Siemens;SITRANS F M MAG 1100;Cal Not Req;Dave Niezgodzki;MC Flow Lab;Inactive;;Graftel;LW-FB08-FM03;91;Flow Measurement;;7ME611 064112U242;137;;;;;;Manufacturing;Flow;0 - 28 GPM;Primary;;6/1/2020;;3/2/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
163;Ultra-Low Flow Water Bench;Dwyer;;Maintenance;Dave Niezgodzki;MC Flow Lab;Active;;Internal;LW-FB09;10000;Flow Measurement;;;;;;;;;Lab;Flow;0 - 0.5 GPM;N/A;;8/29/2043;;4/12/2016;No Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
164;Siemens MAGFLO Flowmeter;Siemens;SITRANS F M MAG 1100;Calibration;Dave Niezgodzki;MC Flow Lab;Inactive;;Graftel;LW-FB09-FM04;365;Flow Measurement;;7ME611 099712U083;;;;;;;Lab;Flow;0 - 0.5 GPM;Primary;;11/30/2017;;1/20/2017;Direct Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
165;Siemens MAGFLO Flowmeter;Siemens;SITRANS F M MAG 1100;Calibration;Dave Niezgodzki;MC Flow Lab;Active;;Graftel;LW-FB06-FM02;91;Flow Measurement;;688012U455;;;;;;;Lab;Flow;0 - 75 GPM;Primary;;4/8/2020;-1;1/8/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Flow Lab
166;Pace Chassis;GE/Druck;5000;Cal Not Req;Dave Niezgodzki;Manufacturing Engineering;Active;;Transcat;MW-DPI02;1826;Pressure Indicator;;10389483;;;;;;;Manufacturing;Pressure;Various;Reference;;4/12/2021;;4/12/2016;Indirect Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
167;Wind Tunnel;Manufacturing;;Maintenance;Dave Niezgodzki;Manufacturing Wind Tunnel;Active;;Internal;MW-FB01;1800;Flow Measurement;;;;;;;;;Manufacturing;Flow;Various;N/A;;3/21/2025;;4/15/2016;No Impact;;;;;;;;;;;;;;;;False;R64
168;Anemometer;TSI;8455-12;Calibration;Dave Niezgodzki;R64;Active;;TSI;MW-FB01-ANM01;365;Flow Measurement;;62120030;167;;;225;;;Manufacturing;Flow;0 - 5,000 ft/min.;Working;;11/13/2021;;11/13/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
169;Anemometer;TSI;8455-12;Calibration;Dave Niezgodzki;R64;Active;;TSI;MW-FB01-ANM02;365;Flow Measurement;;62120031;167;;;225;;;Manufacturing;Flow;0 - 1,500 ft/min.;Working;;11/13/2021;;11/13/2020;Direct Impact;;;;;;;;;;;;;;;;False;R64
170;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM020;365;Pressure;;27714;;;;;;MC4002;Manufacturing;Manufacturing;+/- 1" WC;Working;;1/14/2022;;1/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
171;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;R64;Active;;Accredited Lab;MW-PM021;365;Pressure;;39252;;;;;;;Manufacturing;Manufacturing;0 -25" WC;Working;;1/11/2022;;1/11/2021;Direct Imapct;;;;;;;;;;;;;;;;False;R64
172;Ashcroft Module;Armstrong;AQS-1;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM022;365;Pressure;;39251;;;;;;;Manufacturing;Manufacturing;0 -10" WC;Working;;1/8/2022;;1/8/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
173;Humidity, Temperature & Pressure Meter;Vaisala;PTU303;Calibration;Dave Niezgodzki;MC Lab;Active;;Vaisala;LW-HTP01;365;Himidity, Temperature & Pressu;;L0550894;;;;;;;Lab;;0-100%rH, -40-100C, 500-1100mB;Working;;11/2/2021;;11/2/2020;Indirect Impact;;;;;;;;;;;;;;;;False;MC Lab
174;Anemometer;TSI;8455-12;Calibration;Dave Niezgodzki;R64;Active;;TSI;MW-FB02-ANM03;365;Flow Measurement;;60040051;186;;;225;;;Manufacturing;Flow;0 - 10,000 ft/min.;Working;;1/3/2020;;1/3/2019;Direct Impact;;;;;;;;;;;;;;;;False;R64
175;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;R54;Active;;MC Lab;MW-PM023;365;Pressure;;57362-2;;;;;;;Manufacturing;Manufacturing;0 -5 PSIG;Working;;9/27/2022;;9/27/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
176;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;MW-MFC012;365;Multi-Function Calibrator;;49379;;;;;;;Manufacturing;Manufacturing;Multi;Working;;9/23/2022;;9/23/2021;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
177;Ashcroft Module;Ashcroft;HQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM040;365;Pressure;;35791;;;;;;;Lab;Lab;-15 - 60 PSIG;Working;;9/14/2022;;9/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
178;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM041;365;Pressure;;7891;;;;;;;Lab;Lab;0 - 100" WC;Working;;7/7/2022;;7/7/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
179;Ashcroft Calibrator;Ashcroft;MC2;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-MFC008;365;Multi-Function Calibrator;;7119;;;;;;;Lab;Lab;Multi;Working;;10/8/2022;;10/8/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
180;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM024;365;Pressure;;38754;;;;;;;Manufacturing;Manufacturing;+/- 2.5" WC;Working;;1/14/2022;;1/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
181;Ashcroft Module;Ashcroft;AQS-1;Calibration;Dave Niezgodzki;R64;Active;;Ashcroft;MW-PM025;365;Pressure;;37090;;;;;;;Manufacturing;Manufacturing;0 - 3" WC;Working;;1/14/2022;;1/14/2021;Direct Impact;;;;;;;;;;;;;;;;False;R64
182;Ashcroft Calibrator;Ashcroft;MC6;Calibration;Dave Niezgodzki;R64;Active;;MC Lab;MW-MFC013;365;Multi-Function Calibrator;;49973;;;;;;;Manufacturing;Manufacturing;Multi;Working;;10/26/2021;;10/26/2020;Direct impact;;;;;;;;;;;;;;;;False;R64
183;Pace Pressure Module;GE/Druck;CM2-01G;Calibration;Dave Niezgodzki;MC Lab;Active;;Transcat;LW-PCM02;365;Pressure;;3320070;;;;656;;;Lab;Pressure;+/- 1 PSIG;Working;;3/8/2022;;3/8/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
184;Pace Pressure Module;GE/Druck;CM2-10G;Calibration;Dave Niezgodzki;MC Lab;Active;;PSL;LW-PCM03;182;Pressure;;4154984;;;;656;;;Lab;Pressure;(-15) - 100 PSIG;Working;;10/11/2021;-1;4/12/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
185;Omega Humidity, Temperature and Barometric Pressure;Omega Engineering;iBTHX-D;Calibration;Dave Niezgodzki;R64;Lost;;Innocal;MW-FB01-HTP01;365;Enviromental Measurement;;4140549;167;;;;;;Manufacturing;Air Speed;Various;Working;;10/27/2016;;4/26/2016;Direct Impact;;;;;;;;;;;;;;;;False;R64
186;Wind Tunnel;Manufacturing;;Maintenance;Dave Niezgodzki;Manufacturing Wind Tunnel;Active;;Internal;MW-FB02;1800;Flow Measurement;;;;;;;;;Manufacturing;Flow 641 Line;Various;N/A;;3/31/2021;;4/26/2016;No Imapct;;;;;;;;;;;;;;;;False;R64
188;Pace Pressure Module;GE/Druck;CM2-008G;Calibration;Dave Niezgodzki;MC Lab;Active;;PSL;LW-PCM04;365;Pressure;;3538184;;;;656;;010705;Lab;Pressure;+/- 0.35 PSIG;Working;;4/13/2022;;4/13/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
189;Pace Pressure Module;GE/Druck;CM0-008G;Calibration;Dave Niezgodzki;Balometer Lab;Active;;Transcat;MW-PCM01;365;Pressure;;10410536;;;;;;;Manufacturing;Pressure;+/- 0.35 PSIG;Working;;4/25/2017;;4/29/2016;Direct Impact;;;;;;;;;;;;;;;;False;Balometer Lab
190;Pace Pressure Module;GE/Druck;CM2-04G;Calibration;Dave Niezgodzki;MC Lab;Active;;MC Lab;LW-PCM05;182;Pressure;;3519664;;;;;;;Lab;Pressure;+/- 10 PSIG;Working;;1/6/2022;;7/8/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
191;Pace Pressure Module;GE/Druck;CM0-01G;Cal Not Req;Dave Niezgodzki;Manufacturing Engineering;Active;;Transcat;MW-PCM02;1825;Pressure;;3662599;;;;;;010034;Manufacturing;Pressure;+/- 1.0 PSIG;Working;;7/26/2022;;7/27/2017;Direct Impact;;;;;;;;;;;;;;;;False;Manufacturing Engineering
192;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;MC Lab;Active;;Accredited Lab;LW-PM042;365;Pressure;;57877;;;;;;;Lab;Lab;0 - 600 PSIG;Working;;11/3/2021;;11/3/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
193;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Accredited Lab;LW-PM043;365;Pressure;;5806;;;;;;;Lab;Lab;0 - 5" WC;Working;;10/30/2021;;10/30/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
194;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM044;365;Pressure;;35244;;;;;;MC4004;Lab;Lab;+/- 5" WC;Working;;12/22/2021;;12/22/2020;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
195;Ashcroft Module;Ashcroft;GQS-1;Calibration;Dave Niezgodzki;MC Lab;Active;;Ashcroft;LW-PM045;365;Pressure;;25223;;;;;;MC1001;Lab;Lab;0 - 0.5" WC;Working;;10/5/2022;;10/5/2021;Direct Impact;;;;;;;;;;;;;;;;False;MC Lab
196;Ashcroft Module;Ashcroft;GQS-2;Calibration;Dave Niezgodzki;R54;Active;;Ashcroft;MW-PM026;365;Pressure;;61449;;;;;;MC2013;Manufacturing;Manufacturing;0 - 30 PSIG;Working;;7/19/2022;;7/19/2021;Direct Impact;;;;;;;;;;;;;;;;False;R54
